"","sample.id","band","band2","long","lat","country","location","pop2","pop3","gps","zone","sort.column.snps","sex","tarsus.mean","rwl.mean","bill.length.mean","bill.depth.mean","bill.width.mean","tail.mean","weight","c2.pointedness","c3.convexity","b.total.bright","b.avg.bright","b.hue","b.chrom","r.total.bright","r.avg.bright","r.hue","r.chrom","t.total.bright","t.avg.bright","t.hue","t.chrom","v.total.bright","v.avg.bright","v.hue","v.chrom","carbon.ratio","mate.id"
"587","1643","1643","1643",87.627925,43.817486,"china","urumqi","urumqi","urumqi","animal.house","rustica",587,"m",10.75,131.6666667,5.683333333,2.783333333,4.966666667,131.1666667,19.11,0.318710488,0.551512209,84860.55,42.49401602,674.06,0.337488449,111778.5027,55.97321115,611.14,0.347286828,27738.86627,13.89026854,680.7666667,0.481320303,93225.72867,46.68288867,657.06,0.341723214,NA,"1642"
"588","1644","1644","1644",87.627925,43.817486,"china","urumqi","urumqi","urumqi","animal.house","rustica",588,"m",11.06666667,127,5.833333333,3.01,4.7,94.16666667,19.1,0.290572624,0.557445714,126707.3297,63.44883809,611.1433333,0.31498704,131464.0663,65.83077934,626.7933333,0.319343291,9762.3675,4.888516525,680.0666667,0.233838563,92629.01633,46.38408429,599.8066667,0.353446941,NA,NA
"589","1645","1645","1645",87.627925,43.817486,"china","urumqi","urumqi","urumqi","animal.house","rustica",589,"f",11.46666667,128.6666667,6.016666667,2.65,4.85,98,18.96,0.260288389,0.596238259,137051.561,68.62872359,636.1033333,0.31200967,123784.2413,61.98509831,663.11,0.316252898,29275.78467,14.65988216,664.3966667,0.536871001,87437.89133,43.7846226,595.4166667,0.368882748,NA,"1646"
"590","1646","1646","1646",87.627925,43.817486,"china","urumqi","urumqi","urumqi","animal.house","rustica",590,"m",10.63333333,125.3333333,6.033333333,2.733333333,4.266666667,NA,19.12,0.325003536,0.604128354,122652.34,61.41829745,656.76,0.301951596,120734.732,60.45805308,625.0266667,0.315095198,18883.918,9.456143215,671.4233333,0.451871998,89305.494,44.71982674,633.7366667,0.312183035,NA,"1645"
"591","1647","1647","1647",87.627925,43.817486,"china","urumqi","urumqi","urumqi","animal.house","rustica",591,"m",11.2,128,6.166666667,3,4.9,106.9166667,18.82,0.288618348,0.626574731,84041.40633,42.08382891,643.7366667,0.352004634,101037.4697,50.59462677,614.4133333,0.358366926,16922.1676,8.473794492,670.7233333,0.535824736,77749.75,38.93327491,632.07,0.386014355,NA,"1648"
"592","1648","1648","1648",87.627925,43.817486,"china","urumqi","urumqi","urumqi","animal.house","rustica",592,"f",11.5,132,6.1,2.766666667,4.733333333,112.5833333,23.24,0.308780919,0.627506284,87204.98923,43.66799661,680.7666667,0.333655812,106588.1283,53.37412535,590.43,0.356899851,29037.37863,14.54050007,672.76,0.367982752,77186.175,38.6510641,616.4833333,0.377822526,NA,"1647"
"593","1649","1649","1649",98.509744,39.719986,"china","jiuquan","jiuquan","jiuquan","market","rg.hybrids",593,"m",10.28333333,122.3333333,5.9,2.9,5.083333333,97.33333333,18.95,0.282958165,0.602879207,81025.20477,40.57346258,610.1266667,0.34545325,110745.1833,55.45577533,569.49,0.337652025,25653.31963,12.84592871,656.7733333,0.524973401,94315.652,47.228669,562.4833333,0.332564593,-16.6129,"1650"
"594","165","VN96163","VN96163",98.448748,55.667468,"russia","oblepiha","oblepiha","rt.zone","north.pole","rt",594,"m",10.53333333,121,5.733333333,2.683333333,4.55,109.5833333,17.08,0.287778504,0.679413731,89865.27,45.0001352,567.5233333,0.357267767,129247.1333,64.72064764,605.0466667,0.340793906,19247.63437,9.638274595,689.1066667,0.498152374,77226.26487,38.67113914,575.5166667,0.394117424,-23.5562,"VN96162"
"595","1650","1650","1650",98.509744,39.719986,"china","jiuquan","jiuquan","jiuquan","market","rg.hybrids",595,"f",10.13333333,125,5.733333333,2.766666667,5,94.58333333,18.37,0.276051047,0.563013923,94415.68833,47.27876231,660.02,0.327202079,128228.1597,64.21039543,681.08,0.308042569,36322.96547,18.18876588,677.39,0.489477033,87350.25167,43.74073694,600.1366667,0.362878574,-17.943,"1649"
"596","1651","1651","1651",98.509744,39.719986,"china","jiuquan","jiuquan","jiuquan","market","rg.hybrids",596,"m",10.73333333,125.6666667,5.733333333,2.833333333,4.233333333,110,17.69,0.30997523,0.556839679,59097.64967,29.59321466,598.1233333,0.36257631,84338.19533,42.23244634,607.83,0.370688217,17898.4691,8.962678568,678.45,0.548785334,63628.72067,31.86215356,610.1133333,0.393496321,NA,NA
"597","1652","1652","1652",98.509744,39.719986,"china","jiuquan","jiuquan","jiuquan","market","rg.hybrids",597,"f",10.83333333,124.5,5.533333333,2.533333333,4.85,100.3333333,22.75,0.398752192,0.5574523,98084.42633,49.115887,608.4366667,0.314157162,126355.9677,63.27289317,587.8266667,0.31603555,20178.0619,10.10418723,684.4266667,0.51674762,91634.17767,45.88591771,599.1566667,0.360835882,-16.7509,NA
"598","1653","1653","1653",98.509744,39.719986,"china","jiuquan","jiuquan","jiuquan","market","rg.hybrids",598,"f",10.56666667,120,6,2.7,4.433333333,82.16666667,16.32,0.343483604,0.468003568,63978.3939,32.03725283,632.8133333,0.379209046,85231.85133,42.67994559,630.07,0.368858768,18634.89577,9.331445051,694.13,0.546146791,48304.45137,24.18850845,595.82,0.458570115,-16.7713,"1654"
"599","1654","1654","1654",98.509744,39.719986,"china","jiuquan","jiuquan","jiuquan","market","rg.hybrids",599,"m",10.56666667,121.8333333,5.366666667,2.633333333,4.533333333,100.0833333,17.4,0.334608754,0.661940742,61401.48583,30.74686321,602.75,0.3353964,106614.3153,53.38723852,581.36,0.322327769,26457.59203,13.24866902,619.12,0.501153818,83752.36633,41.9390918,643.4133333,0.339575955,-18.6371,"1653"
"600","1655","1655","1655",98.509744,39.719986,"china","jiuquan","jiuquan","jiuquan","market","rg.hybrids",600,"f",10.4,124.3333333,5.7,2.616666667,5.433333333,92,16.8,0.318804561,0.742338583,95167.66047,47.6553132,680.7666667,0.331250942,131937.072,66.06763746,553.5066667,0.317667222,32344.79353,16.1966918,667.42,0.503455925,73710.02533,36.91037823,574.48,0.389727092,-18.86085,"1656"
"601","1656","1656","1656",98.509744,39.719986,"china","jiuquan","jiuquan","jiuquan","market","rg.hybrids",601,"m",10.2,125.5,5.566666667,4.683333333,4.883333333,119.6666667,17.04,0.307315055,0.49469564,83862.53937,41.99426107,643.4066667,0.340068339,115038.221,57.60551878,587.5066667,0.338959934,26324.45777,13.18200189,675.77,0.493414628,102447.7947,51.30084861,587.12,0.337272587,-18.0895,"1655"
"602","1657","1657","1657",98.509744,39.719986,"china","jiuquan","jiuquan","jiuquan","market","rg.hybrids",602,"f",10.6,119.1666667,5.8,2.833333333,4.9,93.83333333,18.81,0.324611587,0.619883645,84596.47567,42.3617805,660.02,0.295189703,91940.609,46.03936355,660.02,0.341197657,21322.68623,10.67735916,670.0966667,0.498528122,81386.05467,40.75415857,660.02,0.388864748,-21.05015,"1658"
"603","1658","1658","1658",98.509744,39.719986,"china","jiuquan","jiuquan","jiuquan","market","rg.hybrids",603,"m",11,128.5,5.966666667,2.733333333,4.366666667,105.5,18.31,0.294319797,0.501159194,91209.869,45.67344467,603.8066667,0.32109207,92618.14333,46.37863963,592.38,0.332188171,15228.13937,7.625507945,681.7533333,0.500432177,83572.79067,41.84916909,603.1466667,0.381866256,-18.5659,"1657"
"604","1659","1659","1659",98.509744,39.719986,"china","jiuquan","jiuquan","jiuquan","market","rg.hybrids",604,"f",11.1,127,6.1,2.7,4.2,97,18.63,0.333419997,0.684711495,85101.51277,42.6146784,639.4066667,0.328602813,137816.355,69.01169504,598.44,0.315931408,21505.10803,10.76870708,679.07,0.518776996,108972.0847,54.56789417,620.78,0.338271788,-17.3096,"1660"
"605","166","VN96164","VN96164",98.077101,55.908835,"russia","aculshet","acul_berez_byron","rt.zone","constructions","rt",605,"f",11.63333333,125.3333333,5.566666667,2.783333333,4.5,92.75,19.71,0.270207817,0.54569089,94338.34967,47.24003489,660.4,0.309122123,126577.707,63.38392939,660.78,0.30706046,42118.65263,21.09096276,628.46,0.483719366,105737.3863,52.94811534,611.14,0.33434984,-18.6592,NA
"606","1660","1660","1660",98.509744,39.719986,"china","jiuquan","jiuquan","jiuquan","market","rg.hybrids",606,"m",10.5,122.5,5.466666667,2.6,4.9,100.0833333,17.43,0.282962698,0.821350113,100215.877,50.18321332,633.5,0.311829568,106150.647,53.15505608,572.06,0.330711523,17761.82487,8.894253814,680.7533333,0.544405534,95258.842,47.70097246,574.4133333,0.344158444,-19.0661,"1659"
"607","1661","1661","1661",98.509744,39.719986,"china","jiuquan","jiuquan","jiuquan","market","rg.hybrids",607,"f",10.85,122.5,5.933333333,2.833333333,4.966666667,92.16666667,19.34,0.309511787,0.588796553,83833.07747,41.979508,609.7933333,0.316322752,102156.923,51.15519429,610.18,0.333663108,21355.84793,10.69396491,654.09,0.541017116,96575.426,48.36025338,626.48,0.341878101,-18.9405,NA
"608","1662","1662","1662",98.526454,39.754737,"china","jiuquan","jiuquan","jiuquan","courtyards","rg.hybrids",608,"f",11.03333333,119,5.6,2.766666667,4.2,85.25,19.88,0.336990924,0.577884764,101976.9904,51.06509282,667.41,0.321229917,119874.613,60.02734752,656.3766667,0.310845933,18526.00163,9.276916191,671.1133333,0.517345935,59828.7267,29.9593023,615.45,0.394285812,-18.0144,"1663"
"609","1663","1663","1663",98.526454,39.754737,"china","jiuquan","jiuquan","jiuquan","courtyards","rg.hybrids",609,"m",10.46666667,127,5.733333333,2.866666667,5.133333333,112.4166667,19.23,0.330667731,0.656961824,69731.91567,34.91833534,595.8133333,0.356134483,94863.379,47.50294392,648.76,0.355079895,13119.1746,6.569441462,688.73,0.536141473,66590.21733,33.34512636,590.7933333,0.411886777,-19.7887,"1662"
"610","1664","1664","1664",98.526454,39.754737,"china","jiuquan","jiuquan","jiuquan","courtyards","rg.hybrids",610,"m",9.8,122.8333333,5.85,2.8,4.533333333,91.75,17.5,0.27209863,0.69915178,137651.745,68.9292664,606.4333333,0.303936823,141439.825,70.82615173,614.13,0.31573522,23683.54633,11.85956251,676.3766667,0.524322857,111429.1753,55.79828509,606.7566667,0.328784861,-18.08425,NA
"611","1665","1665","1665",98.526454,39.754737,"china","jiuquan","jiuquan","jiuquan","courtyards","rg.hybrids",611,"m",10.3,124.5,6,2.75,4.833333333,94.83333333,17.58,0.291491658,0.675631127,146311.4423,73.2656196,627.4333333,0.313019016,110561.05,55.36357036,624.8133333,0.340492496,20304.14893,10.16732545,676.4333333,0.509068414,86339.78267,43.23474345,606.4333333,0.387945055,-15.5203,"1666"
"612","1666","1666","1666",98.526454,39.754737,"china","jiuquan","jiuquan","jiuquan","courtyards","rg.hybrids",612,"f",10.73333333,119.5,5.033333333,2.633333333,4.083333333,90.58333333,16.44,0.317730962,0.598956919,121403.4357,60.79290719,602.7,0.316253833,128912.3147,64.55298681,590.72,0.333513593,26512.94583,13.2763875,629.4233333,0.527992625,119497.9207,59.83871841,607.4766667,0.318494084,-19.8819,"1665"
"613","1667","1667","1667",98.526454,39.754737,"china","jiuquan","jiuquan","jiuquan","courtyards","rg.hybrids",613,"f",11.13333333,126.6666667,5.783333333,2.9,5.483333333,97,18.92,0.283611067,0.788887822,95148.29767,47.64561726,601.0666667,0.320509308,101140.221,50.64607962,588.3966667,0.340663676,24472.52523,12.25464458,666.06,0.511527313,82344.984,41.23434352,575.3833333,0.37004177,-20.6616,NA
"614","1668","1668","1668",98.526454,39.754737,"china","jiuquan","jiuquan","jiuquan","courtyards","rg.hybrids",614,"m",10.33333333,124,5.966666667,2.633333333,4.4,104,17.2,0.336121764,0.593270882,82454.58287,41.28922527,615.13,0.339966739,119917.916,60.04903155,592.1466667,0.331184685,20298.73977,10.16461681,655.3533333,0.493938964,87286.71367,43.70892021,622.73,0.369317052,-17.289,"1669"
"615","1669","1669","1669",98.526454,39.754737,"china","jiuquan","jiuquan","jiuquan","courtyards","rg.hybrids",615,"f",10.8,121.8333333,5.45,2.533333333,4.833333333,86.41666667,16.44,0.336784747,0.613573249,96092.41167,48.11838341,631.44,0.342683308,110240.7727,55.20319112,605.78,0.342946061,26625.94317,13.33297104,679.6866667,0.526519835,90819.94933,45.47819195,643.4066667,0.336182144,NA,"1668"
"616","167","VN96165","VN96165",98.132103,55.884553,"russia","byronovka","acul_berez_byron","rt.zone","byron","rt",616,"f",11.18333333,127.3333333,5.833333333,2.766666667,4.116666667,100.0833333,21.53,0.241521494,0.539293096,97558.40733,48.85248239,642.3933333,0.341561644,91306.466,45.72181572,609.4066667,0.358260299,23512.02157,11.77367129,676.11,0.504609497,69720.75333,34.91274579,633.06,0.420848924,-19.1631,"VN96166"
"617","1670","1670","1670",98.526454,39.754737,"china","jiuquan","jiuquan","jiuquan","courtyards","rg.hybrids",617,"m",10.7,126,5.7,2.75,4.25,104.5833333,17.1,0.349595134,0.436795797,96174.159,48.15931848,615.4633333,0.337890152,117091.5287,58.63371491,638.7733333,0.336620005,22402.84447,11.21824961,684.75,0.52006774,71937.58267,36.02282557,634.4533333,0.381630095,-17.6837,"1671"
"618","1671","1671","1671",98.526454,39.754737,"china","jiuquan","jiuquan","jiuquan","courtyards","rg.hybrids",618,"f",10.96666667,122.1666667,6.033333333,2.566666667,5,89.08333333,21.48,0.32577213,0.89491529,145355.372,72.7868663,640.0833333,0.308197676,105789.9153,52.9744193,643.07,0.331418044,23973.9388,12.00497687,653.75,0.515872441,76361.16167,38.23793774,633.7666667,0.375556961,-19.1801,"1670"
"619","1672","1672","1672",98.526454,39.754737,"china","jiuquan","jiuquan","jiuquan","courtyards","rg.hybrids",619,"f",11.36666667,127.5,5.933333333,2.9,4.433333333,99,21.46,0.252844898,0.788151533,82402.06037,41.26292457,642.7066667,0.297074315,101636.639,50.89466149,597.8,0.339325294,21154.17747,10.5929782,666.1133333,0.53190374,71071.95227,35.58936017,580.0933333,0.415348253,-17.9688,"1673"
"620","1673","1673","1673",98.526454,39.754737,"china","jiuquan","jiuquan","jiuquan","courtyards","rg.hybrids",620,"m",11.03333333,123,5.466666667,2.633333333,4.666666667,99.58333333,17.19,0.247135663,0.710066924,124934.9777,62.56133083,558.1533333,0.317608756,133364.2753,66.78231113,569.4366667,0.318805459,19816.05373,9.922911234,670.05,0.53496831,74443.1904,37.27751147,593.3733333,0.394057155,-17.8072,"1672"
"621","1674","1674","1674",98.526454,39.754737,"china","jiuquan","jiuquan","jiuquan","courtyards","rg.hybrids",621,"f",10.53333333,119.1666667,5.433333333,2.6,4.766666667,91,18.53,0.334988508,0.578455594,100429.3423,50.29010633,558.8133333,0.332252918,140114.259,70.16237306,589.0266667,0.325925159,30296.86717,15.17119037,631.4833333,0.506834925,96383.29133,48.26404173,581.0333333,0.366595388,-20.4435,"1675"
"622","1675","1675","1675",98.526454,39.754737,"china","jiuquan","jiuquan","jiuquan","courtyards","rg.hybrids",622,"m",10.86666667,126,5.566666667,2.683333333,4.766666667,102.4166667,17.51,0.294937686,0.682821059,104698.0183,52.42765064,606.15,0.347786007,97257.559,48.70183225,638.5,0.368301907,16858.38487,8.441855216,665.8266667,0.524767582,43792.22957,21.9290083,629.8133333,0.479559797,-20.5624,"1674"
"623","1676","1676","1676",98.526454,39.754737,"china","jiuquan","jiuquan","jiuquan","courtyards","rg.hybrids",623,"f",10.4,125,5.75,2.9,4.566666667,89.33333333,17.9,0.308174097,0.56532885,113852.6087,57.01182207,586.4666667,0.338972834,119178.8813,59.67895911,672.79,0.322551518,16859.2218,8.442274311,687.7366667,0.524434874,101598.79,50.87570856,658.1466667,0.345603987,-17.7629,NA
"624","1677","1677","1677",98.522623,39.752227,"china","jiuquan","jiuquan","jiuquan","keep.calm","rg.hybrids",624,"f",10.23333333,124.5,5.85,2.6,4.766666667,83.33333333,16.23,0.300655144,0.657301595,101349.647,50.75094992,606.5,0.332510079,111391.6013,55.77946987,641.44,0.337800283,34484.49323,17.26814884,647.3766667,0.464412766,68355.855,34.22927141,610.5,0.393353969,-19.7991,"1678"
"625","1678","1678","1678",98.522623,39.752227,"china","jiuquan","jiuquan","jiuquan","keep.calm","rg.hybrids",625,"m",10.8,128.6666667,6.2,2.766666667,4.916666667,105.5833333,17.88,0.30536656,0.748363181,89803.14867,44.96902788,610.18,0.311982816,135303.2103,67.75323502,634.1233333,0.310769711,16362.64697,8.193613904,675.3666667,0.538773006,100884.9757,50.51826523,610.18,0.343727535,-17.4233,"1677"
"626","1679","1679","1679",98.522013,39.751166,"china","jiuquan","jiuquan","jiuquan","english","rg.hybrids",626,"f",10.93333333,121.8333333,5.733333333,2.766666667,5.066666667,81,20.77,0.372864626,0.768587294,122040.8567,61.11209648,651.04,0.323940823,116730.7413,58.45305024,611.44,0.325053337,23713.92653,11.87477543,674.0766667,0.522407115,82715.23033,41.41974478,616.1533333,0.359496448,-16.5394,NA
"627","168","VN96166","VN96166",98.132103,55.884553,"russia","byronovka","acul_berez_byron","rt.zone","byron","rt",627,"m",10.93333333,124.3333333,5.966666667,2.95,4.616666667,107,18.37,0.351882504,0.643340723,53461.49083,26.77090177,659.08,0.334055335,115181.8457,57.67743899,626.0933333,0.32990972,22644.31087,11.33916418,670.0266667,0.51600702,111960.6487,56.06442096,575.4533333,0.344090052,-14.8772,"VN96165"
"628","1680","1680","1680",98.526454,39.754737,"china","jiuquan","jiuquan","jiuquan","courtyards","rg.hybrids",628,"m",10.66666667,124.8333333,5.633333333,2.566666667,4.333333333,100.9166667,18.84,0.305381586,0.785991158,102334.695,51.24421382,604.76,0.349985904,120209.8487,60.19521716,604.8066667,0.325192852,33322.47107,16.68626493,618.1133333,0.495534589,84849.51633,42.4884909,637.1733333,0.360829159,-18.3953,NA
"629","1681","1681","1681",98.526454,39.754737,"china","jiuquan","jiuquan","jiuquan","courtyards","rg.hybrids",629,"f",10.66666667,123,5.8,2.916666667,4.866666667,94.5,22.45,0.299639492,0.560871642,94966.03433,47.55434869,567.1366667,0.328817596,109808.7867,54.98687364,622.0866667,0.330348816,29675.15817,14.85986889,668.71,0.533335713,75804.8997,37.95938893,559.8,0.357864913,-19.6421,"1682"
"630","1682","1682","1682",98.526454,39.754737,"china","jiuquan","jiuquan","jiuquan","courtyards","rg.hybrids",630,"m",10.65,125,5.666666667,2.633333333,4.233333333,96.75,18.13,0.240747442,0.777252179,79555.788,39.83765048,614.7433333,0.336412827,110060.6157,55.1129773,569.75,0.341590941,17357.09483,8.691584794,685.0666667,0.545838543,94573.75433,47.35791404,633.7,0.35738573,-18.5168,"1681"
"631","1683","1683","1683",98.526454,39.754737,"china","jiuquan","jiuquan","jiuquan","courtyards","rg.hybrids",631,"f",10.76666667,118,5.85,2.633333333,4.766666667,83.25,16.64,0.261603056,0.814460513,94477.5492,47.30973921,626.4066667,0.328922504,121545.6157,60.86410399,640.81,0.329951922,44841.30833,22.45433567,654.76,0.452405752,94397.67467,47.26974195,660.4466667,0.334817975,-17.3871,"1684"
"632","1684","1684","1684",98.526454,39.754737,"china","jiuquan","jiuquan","jiuquan","courtyards","rg.hybrids",632,"m",10.53333333,124,5.6,2.733333333,5.3,99.91666667,19.27,0.253720265,0.635531602,108357.8147,54.26029778,574.7433333,0.334112184,107729.1343,53.94548539,604.3733333,0.332765367,12796.7874,6.408005709,645.37,0.452644164,76223.36667,38.16893674,598.7233333,0.385177137,-17.5737,"1683"
"633","1685","1685","1685",98.526454,39.754737,"china","jiuquan","jiuquan","jiuquan","courtyards","rg.hybrids",633,"f",10.66666667,124,5.666666667,2.666666667,4.7,96.83333333,23.36,0.226620089,1.251930747,79315.71707,39.71743469,598.8433333,0.354972524,111581.119,55.87437106,618.7866667,0.341905528,19602.69663,9.816072425,661.4066667,0.519708332,74369.78733,37.2407548,667.04,0.365903098,-19.0483,NA
"634","1686","1686","1686",100.469511,38.88759,"china","zhangye","zhangye","zhangye","early.birds","rg.hybrids",634,"f",10.23333333,121,6.033333333,2.5,4.833333333,93.75,18.67,0.30798725,0.842253075,108619.2243,54.39119897,680.4533333,0.331002388,116639.139,58.40718027,617.7866667,0.346468834,19686.07277,9.857823118,691.47,0.544863908,77814.37867,38.96563779,636.7866667,0.408547016,-18.5456,"1687"
"635","1687","1687","1687",100.469511,38.88759,"china","zhangye","zhangye","zhangye","early.birds","rg.hybrids",635,"m",10.8,123,5.683333333,2.866666667,4.966666667,108.8333333,18.48,0.373748329,0.563763368,100646.5483,50.39887248,667.1066667,0.322249561,94221.56467,47.18155467,634.1333333,0.35974651,21406.79363,10.71947603,685.4333333,0.53655682,62582.25933,31.33813687,628.4433333,0.427425464,-11.8343,"1686"
"636","1688","1688","1688",100.469511,38.88759,"china","zhangye","zhangye","zhangye","early.birds","rg.hybrids",636,"f",10.3,121.8333333,5.733333333,2.666666667,5.233333333,91,20.8,0.315762837,0.53730312,76678.57647,38.39688356,626.48,0.313307732,95060.415,47.60160991,578.7966667,0.348673755,22981.47083,11.50799741,660.4466667,0.51727964,71347.27217,35.72722692,592.1433333,0.395501238,-17.756,NA
"637","1689","1689","1689",100.469511,38.88759,"china","zhangye","zhangye","zhangye","early.birds","rg.hybrids",637,"m",10.5,121.1666667,5.8,3.033333333,5.033333333,105.6666667,18.33,0.259846058,0.71158087,108204.972,54.18376164,643.7266667,0.316648374,121922.1293,61.05264363,602.18,0.318666044,11319.2395,5.668121933,660.02,0.557722053,69668.01553,34.88633727,638.3733333,0.402732976,-18.3624,"1690"
"638","1690","1690","1690",100.469511,38.88759,"china","zhangye","zhangye","zhangye","early.birds","rg.hybrids",638,"f",10.83333333,123.5,5.966666667,2.616666667,4.7,104.0833333,18.01,0.315834971,0.560566253,71108.001,35.60741162,642.7066667,0.324659325,131893.739,66.04593841,563.7366667,0.317200957,18732.22827,9.38018441,680.0966667,0.516392897,102571.535,51.36281172,600.4233333,0.345515732,-19.7575,"1689"
"639","1691","1691","1691",100.436423,38.941912,"china","zhangye","zhangye","zhangye","nothing.special","rg.hybrids",639,"f",10.63333333,118,5.816666667,2.75,4.666666667,81.5,19.99,0.321052205,0.742069874,95679.582,47.91165849,624.0966667,0.297848368,115899.699,58.03690486,584.1566667,0.328966769,43790.70233,21.92824353,665.74,0.446142089,80285.714,40.20316174,602.4233333,0.32586957,-17.1588,NA
"640","1692","1692","1692",100.436423,38.941912,"china","zhangye","zhangye","zhangye","nothing.special","rg.hybrids",640,"m",11.13333333,123.1666667,5.666666667,2.6,5.1,100.3333333,17.97,0.357896393,0.780500556,88546.82867,44.33992422,605.1466667,0.339123083,70529.294,35.31762344,605.85,0.392040705,22815.38177,11.42482813,657.0833333,0.503851994,66024.38833,33.06178685,641.1333333,0.386257928,-15.3819,"1693"
"641","1693","1693","1693",100.436423,38.941912,"china","zhangye","zhangye","zhangye","nothing.special","rg.hybrids",641,"f",11.03333333,122.3333333,5.766666667,2.783333333,4.633333333,83.91666667,17.42,0.26918365,0.596952915,74596.97273,37.35451814,605.7933333,0.316188268,103504.5487,51.83001936,626.7933333,0.337443274,29139.53743,14.5916562,657.4466667,0.503242085,95155.345,47.64914622,608.12,0.339206011,-18.4127,"1692"
"642","1694","1694","1694",100.436423,38.941912,"china","zhangye","zhangye","zhangye","nothing.special","rg.hybrids",642,"m",10.53333333,126,5.633333333,2.75,4.833333333,104.8333333,18.68,0.279472468,0.621617803,106299.9417,53.22981556,610.18,0.326582662,110648.046,55.4071337,600.4733333,0.318977565,21648.57527,10.84054846,673.0966667,0.521155299,70809.18067,35.457777,610.18,0.410577044,-18.6829,"1695"
"643","1695","1695","1695",100.436423,38.941912,"china","zhangye","zhangye","zhangye","nothing.special","rg.hybrids",643,"f",10.63333333,120.5,5.4,2.633333333,4.366666667,87,19.95,0.294323603,0.661043903,116183.8083,58.17917293,610.18,0.314069053,118444.9443,59.31143933,580.44,0.320480971,24980.41757,12.50897224,626.7533333,0.505112995,96724.62733,48.43496612,610.18,0.335034658,-19.8429,"1694"
"644","1696","1696","1696",100.436423,38.941912,"china","zhangye","zhangye","zhangye","nothing.special","rg.hybrids",644,"f",10.6,121.3333333,6.166666667,2.7,4.9,89.58333333,18.28,0.336553129,0.788927952,95080.42267,47.61162878,597.8,0.325946027,115149.8833,57.66143382,608.42,0.331893803,22393.9932,11.21381733,654.7633333,0.503581868,75308.82433,37.71097863,600.4333333,0.39346168,-19.0714,NA
"645","1697","1697","1697",100.436423,38.941912,"china","zhangye","zhangye","zhangye","nothing.special","rg.hybrids",645,"f",11.33333333,122,5.35,2.566666667,4.633333333,85.5,17.59,0.338001609,0.576947517,114249.877,57.21075463,610.18,0.313521893,109700.0957,54.9324465,602.18,0.32641926,24090.69037,12.06344034,662.44,0.544435102,89932.896,45.033999,610.18,0.342032481,-21.0257,NA
"646","1698","1698","1698",100.436423,38.941912,"china","zhangye","zhangye","zhangye","nothing.special","rg.hybrids",646,"m",10.4,124.1666667,5.666666667,2.7,4.466666667,95.83333333,16.59,0.291779388,0.507097364,103768.903,51.96239509,626.7933333,0.316950263,121673.8403,60.92831264,622.0833333,0.320514658,24943.53513,12.49050332,660.02,0.508261732,85961.87733,43.04550693,599.4966667,0.35332166,-17.4526,"1699"
"647","1699","1699","1699",100.436423,38.941912,"china","zhangye","zhangye","zhangye","nothing.special","rg.hybrids",647,"f",11.23333333,126.5,5.6,2.75,4.966666667,87.25,17.94,0.314650996,0.527282211,108676.672,54.41996595,627.1133333,0.305954151,147511.068,73.8663335,592.1566667,0.306646037,28286.7885,14.16464121,672.4366667,0.51208889,93718.26167,46.92952512,598.4466667,0.361390056,-19.1035,"1698"
"648","17","VN96217","VN96217",37.772083,56.724034,"russia","moscow","moscow","moscow","crane","rustica",648,"f",11.41666667,131,5.066666667,2.6,3.5,95,22.3,0.255985796,0.718162593,147265.866,73.74354832,619.78,0.295951115,103978.6623,52.06743232,633.8133333,0.320517915,29578.43757,14.81143594,669.09,0.545745787,101502.4177,50.82745001,591.5066667,0.340623822,NA,"VN96215"
"649","170","VN96167","VN96167",98.131117,55.884916,"russia","byronovka","acul_berez_byron","rt.zone","bridge","rt",649,"m",10.88333333,122.3333333,5.666666667,2.5,4.633333333,96.91666667,15.33,0.254585758,0.560660132,37464.83283,18.76055725,643.0933333,0.467333324,31328.50237,15.68778286,660.02,0.510026146,24063.80193,12.04997593,668.7766667,0.488682516,32565.28893,16.30710512,660.02,0.489019647,-22.7125,NA
"650","1700","1700","1700",100.435406,38.943303,"china","zhangye","zhangye","zhangye","rent.control","rg.hybrids",650,"f",10.56666667,120.1666667,5.5,2.766666667,4.733333333,93,21.58,0.350949022,0.597028881,91283.36867,45.71024971,623.78,0.31120096,125768.8677,62.97890219,592.3766667,0.331839649,23220.82687,11.62785522,653.3966667,0.534470752,92250.39,46.19448673,599.7966667,0.371429111,-18.8563,"1701"
"651","1701","1701","1701",100.435406,38.943303,"china","zhangye","zhangye","zhangye","rent.control","rg.hybrids",651,"m",10.76666667,124.5,5.6,2.783333333,4.516666667,115.6666667,16.38,0.2780478,0.678259265,92784.224,46.46180471,610.8133333,0.326673916,131639.747,65.91875163,613.83,0.308736627,16509.76023,8.267281038,674.06,0.487560044,102391.0143,51.27241579,598.13,0.30646769,-19.7796,"1700"
"652","1702","1702","1702",100.435406,38.943303,"china","zhangye","zhangye","zhangye","rent.control","rg.hybrids",652,"m",10.33333333,124.6666667,6.166666667,2.6,4.6,99,17.96,0.282831353,0.615937174,100628.0287,50.38959873,594.5166667,0.336353771,97153.391,48.64967001,610.18,0.346310319,26508.10627,13.27396408,659.1333333,0.505799156,50377.00883,25.22634393,616.46,0.484108071,-21.4962,NA
